HGNC ID	Approved symbol	Approved name	Ensembl ID(supplied by Ensembl)
HGNC:49751	ACTG1P14	actin gamma 1 pseudogene 14	ENSG00000230581
HGNC:51495	ACTG1P15	actin gamma 1 pseudogene 15	ENSG00000259904
HGNC:51496	ACTG1P16	actin gamma 1 pseudogene 16	ENSG00000260298
HGNC:51497	ACTG1P17	actin gamma 1 pseudogene 17	ENSG00000259315
HGNC:51498	ACTG1P18	actin gamma 1 pseudogene 18	ENSG00000218475
HGNC:51499	ACTG1P19	actin gamma 1 pseudogene 19	ENSG00000237999
HGNC:51500	ACTG1P20	actin gamma 1 pseudogene 20	ENSG00000241547
HGNC:51501	ACTG1P21	actin gamma 1 pseudogene 21	ENSG00000232672
HGNC:51502	ACTG1P22	actin gamma 1 pseudogene 22	ENSG00000271615
HGNC:51503	ACTG1P23	actin gamma 1 pseudogene 23	ENSG00000230362
HGNC:49661	ACTG1P24	actin gamma 1 pseudogene 24	ENSG00000226359
HGNC:54872	ACTG1P25	actin gamma 1 pseudogene 25	ENSG00000234996
HGNC:145	ACTG2	actin gamma 2, smooth muscle	ENSG00000163017
HGNC:156	ACTL2	symbol withdrawn, see [HGNC:147](/data/gene-symbol-report/#!/hgnc_id/HGNC:147)	
HGNC:157	ACTL3	symbol withdrawn, see [HGNC:145](/data/gene-symbol-report/#!/hgnc_id/HGNC:145)	
HGNC:158	ACTL4	actin-like 4	
HGNC:159	ACTL5	actin-like 5	
HGNC:24124	ACTL6A	actin like 6A	ENSG00000136518
HGNC:160	ACTL6B	actin like 6B	ENSG00000077080
HGNC:161	ACTL7A	actin like 7A	ENSG00000187003
HGNC:162	ACTL7B	actin like 7B	ENSG00000148156
HGNC:24018	ACTL8	actin like 8	ENSG00000117148
HGNC:28494	ACTL9	actin like 9	ENSG00000181786
HGNC:16127	ACTL10	actin like 10	ENSG00000288649
HGNC:44626	ACTL11P	actin like 11, pseudogene	ENSG00000234667
HGNC:163	ACTN1	actinin alpha 1	ENSG00000072110
HGNC:20131	ACTN1-DT	ACTN1 divergent transcript	ENSG00000259062
HGNC:164	ACTN2	actinin alpha 2	ENSG00000077522
HGNC:165	ACTN3	actinin alpha 3	ENSG00000248746
HGNC:166	ACTN4	actinin alpha 4	ENSG00000130402
HGNC:44028	ACTN4P1	actinin alpha 4 pseudogene 1	ENSG00000213493
HGNC:44032	ACTN4P2	actinin alpha 4 pseudogene 2	ENSG00000214141
HGNC:51621	ACTP1	actin family pseudogene 1	ENSG00000229890
HGNC:167	ACTR1A	actin related protein 1A	ENSG00000138107
HGNC:54703	ACTR1AP1	ACTR1A pseudogene 1	ENSG00000233370
HGNC:168	ACTR1B	actin related protein 1B	ENSG00000115073
HGNC:169	ACTR2	actin related protein 2	ENSG00000138071
HGNC:170	ACTR3	actin related protein 3	ENSG00000115091
HGNC:53965	ACTR3-AS1	ACTR3 antisense RNA 1	
HGNC:17256	ACTR3B	actin related protein 3B	ENSG00000133627
HGNC:37724	ACTR3BP1	ACTR3B pseudogene 1	ENSG00000270242
HGNC:38677	ACTR3BP2	ACTR3B pseudogene 2	ENSG00000226481
HGNC:38678	ACTR3BP3	ACTR3B pseudogene 3	ENSG00000260327
HGNC:38681	ACTR3BP4	ACTR3B pseudogene 4	ENSG00000249283
HGNC:38682	ACTR3BP5	ACTR3B pseudogene 5	ENSG00000227264
HGNC:38683	ACTR3BP6	ACTR3B pseudogene 6	ENSG00000280263
HGNC:54971	ACTR3BP7	ACTR3B pseudogene 7	ENSG00000226444
HGNC:37282	ACTR3C	actin related protein 3C	ENSG00000106526
HGNC:31820	ACTR3P1	ACTR3 pseudogene 1	
HGNC:38676	ACTR3P2	ACTR3 pseudogene 2	ENSG00000232267
HGNC:38679	ACTR3P3	ACTR3 pseudogene 3	ENSG00000242573
HGNC:14671	ACTR5	actin related protein 5	ENSG00000101442
HGNC:24025	ACTR6	actin related protein 6	ENSG00000075089
HGNC:44210	ACTR6P1	ACTR6 pseudogene 1	ENSG00000248915
HGNC:14672	ACTR8	actin related protein 8	ENSG00000113812
HGNC:17372	ACTR10	actin related protein 10	ENSG00000131966
HGNC:24027	ACTRT1	actin related protein T1	ENSG00000123165
HGNC:55127	ACTRT1P1	ACTRT1 pseudogene 1	ENSG00000235239
HGNC:24026	ACTRT2	actin related protein T2	ENSG00000169717
HGNC:24022	ACTRT3	actin related protein T3	ENSG00000184378
HGNC:171	ACVR1	activin A receptor type 1	ENSG00000115170
HGNC:172	ACVR1B	activin A receptor type 1B	ENSG00000135503
HGNC:18123	ACVR1C	activin A receptor type 1C	ENSG00000123612
HGNC:173	ACVR2A	activin A receptor type 2A	ENSG00000121989
HGNC:174	ACVR2B	activin A receptor type 2B	ENSG00000114739
HGNC:44161	ACVR2B-AS1	ACVR2B antisense RNA 1	ENSG00000229589
HGNC:175	ACVRL1	activin A receptor like type 1	ENSG00000139567
HGNC:176	ACVRLK2	symbol withdrawn, see [HGNC:171](/data/gene-symbol-report/#!/hgnc_id/HGNC:171)	
HGNC:177	ACY1	aminoacylase 1	ENSG00000243989
HGNC:178	ACY1L	symbol withdrawn, see [HGNC:26295](/data/gene-symbol-report/#!/hgnc_id/HGNC:26295)	
HGNC:24104	ACY3	aminoacylase 3	ENSG00000132744
HGNC:179	ACYP1	acylphosphatase 1	ENSG00000119640
HGNC:180	ACYP2	acylphosphatase 2	ENSG00000170634
HGNC:181	AD1	symbol withdrawn, see [HGNC:620](/data/gene-symbol-report/#!/hgnc_id/HGNC:620)	
HGNC:182	AD2	symbol withdrawn, see [HGNC:613](/data/gene-symbol-report/#!/hgnc_id/HGNC:613)	
HGNC:183	AD3	symbol withdrawn, see [HGNC:9508](/data/gene-symbol-report/#!/hgnc_id/HGNC:9508)	
HGNC:184	AD4	symbol withdrawn, see [HGNC:9509](/data/gene-symbol-report/#!/hgnc_id/HGNC:9509)	
HGNC:185	AD5	Alzheimer disease 5	
HGNC:186	ADA	adenosine deaminase	ENSG00000196839
HGNC:1839	ADA2	adenosine deaminase 2	ENSG00000093072
HGNC:30713	ADAD1	adenosine deaminase domain containing 1	ENSG00000164113
HGNC:44550	ADAD1P1	adenosine deaminase domain containing 1 pseudogene 1	
HGNC:44552	ADAD1P2	adenosine deaminase domain containing 1 pseudogene 2	ENSG00000267511
HGNC:30714	ADAD2	adenosine deaminase domain containing 2	ENSG00000140955
HGNC:31853	ADAL	adenosine deaminase like	ENSG00000168803
HGNC:187	ADAM1A	ADAM metallopeptidase domain 1A (pseudogene)	ENSG00000229186
HGNC:44366	ADAM1B	ADAM metallopeptidase domain 1B (pseudogene)	ENSG00000226469
HGNC:198	ADAM2	ADAM metallopeptidase domain 2	ENSG00000104755
HGNC:209	ADAM3A	ADAM metallopeptidase domain 3A (pseudogene)	ENSG00000197475
HGNC:210	ADAM3B	ADAM metallopeptidase domain 3B (pseudogene)	ENSG00000260089
HGNC:212	ADAM5	ADAM metallopeptidase domain 5 (pseudogene)	ENSG00000196115
HGNC:213	ADAM6	ADAM metallopeptidase domain 6 (pseudogene)	ENSG00000271968
HGNC:214	ADAM7	ADAM metallopeptidase domain 7	ENSG00000069206
HGNC:215	ADAM8	ADAM metallopeptidase domain 8	ENSG00000151651
HGNC:216	ADAM9	ADAM metallopeptidase domain 9	ENSG00000168615
HGNC:188	ADAM10	ADAM metallopeptidase domain 10	ENSG00000137845
HGNC:189	ADAM11	ADAM metallopeptidase domain 11	ENSG00000073670
HGNC:190	ADAM12	ADAM metallopeptidase domain 12	ENSG00000148848
HGNC:43841	ADAM12-OT1	ADAM12 overlapping transcript 1 (non-protein coding)	
HGNC:193	ADAM15	ADAM metallopeptidase domain 15	ENSG00000143537
HGNC:195	ADAM17	ADAM metallopeptidase domain 17	ENSG00000151694
HGNC:196	ADAM18	ADAM metallopeptidase domain 18	ENSG00000168619
HGNC:197	ADAM19	ADAM metallopeptidase domain 19	ENSG00000135074
HGNC:199	ADAM20	ADAM metallopeptidase domain 20	ENSG00000134007
HGNC:20102	ADAM20P1	ADAM metallopeptidase domain 20 pseudogene 1	ENSG00000259158
HGNC:43901	ADAM20P2	ADAM metallopeptidase domain 20 pseudogene 2	ENSG00000248574
HGNC:43902	ADAM20P3	ADAM metallopeptidase domain 20 pseudogene 3	ENSG00000249162
HGNC:200	ADAM21	ADAM metallopeptidase domain 21	ENSG00000139985
HGNC:19822	ADAM21P1	ADAM metallopeptidase domain 21 pseudogene 1	ENSG00000235812
HGNC:201	ADAM22	ADAM metallopeptidase domain 22	ENSG00000008277
HGNC:202	ADAM23	ADAM metallopeptidase domain 23	ENSG00000114948
HGNC:203	ADAM24P	ADAM metallopeptidase domain 24, pseudogene	ENSG00000214607
HGNC:206	ADAM28	ADAM metallopeptidase domain 28	ENSG00000042980
HGNC:207	ADAM29	ADAM metallopeptidase domain 29	ENSG00000168594
HGNC:208	ADAM30	ADAM metallopeptidase domain 30	ENSG00000134249
HGNC:15479	ADAM32	ADAM metallopeptidase domain 32	ENSG00000197140
HGNC:15478	ADAM33	ADAM metallopeptidase domain 33	ENSG00000149451
HGNC:16299	ADAMDEC1	ADAM like decysin 1	ENSG00000134028
HGNC:217	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1	ENSG00000154734
HGNC:218	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2	ENSG00000087116
HGNC:219	ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3	ENSG00000156140
HGNC:220	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4	ENSG00000158859
HGNC:221	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5	ENSG00000154736
HGNC:222	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6	ENSG00000049192
HGNC:223	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7	ENSG00000136378
HGNC:49407	ADAMTS7P1	ADAMTS7 pseudogene 1	ENSG00000274376
HGNC:49408	ADAMTS7P2	symbol withdrawn, see [HGNC:49407](/data/gene-symbol-report/#!/hgnc_id/HGNC:49407)	
HGNC:49409	ADAMTS7P3	ADAMTS7 pseudogene 3	ENSG00000261143
HGNC:49410	ADAMTS7P4	ADAMTS7 pseudogene 4	ENSG00000218052
HGNC:224	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8	ENSG00000134917
HGNC:13202	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9	ENSG00000163638
HGNC:40625	ADAMTS9-AS1	ADAMTS9 antisense RNA 1	ENSG00000241158
HGNC:42435	ADAMTS9-AS2	ADAMTS9 antisense RNA 2	ENSG00000241684
HGNC:13201	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10	ENSG00000142303
HGNC:14605	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12	ENSG00000151388
HGNC:1366	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	ENSG00000160323
HGNC:14899	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14	ENSG00000138316
HGNC:16305	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15	ENSG00000166106
HGNC:17108	ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16	ENSG00000145536
HGNC:55548	ADAMTS16-DT	ADAMTS16 divergent transcript	
HGNC:17109	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17	ENSG00000140470
HGNC:17110	ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18	ENSG00000140873
HGNC:17111	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19	ENSG00000145808
HGNC:40797	ADAMTS19-AS1	ADAMTS19 antisense RNA 1	ENSG00000249421
HGNC:17178	ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif 20	ENSG00000173157
HGNC:16662	ADAMTS21	symbol withdrawn, see [HGNC:17110](/data/gene-symbol-report/#!/hgnc_id/HGNC:17110)	
HGNC:14632	ADAMTSL1	ADAMTS like 1	ENSG00000178031
HGNC:14631	ADAMTSL2	ADAMTS like 2	ENSG00000197859
HGNC:14633	ADAMTSL3	ADAMTS like 3	ENSG00000156218
HGNC:19706	ADAMTSL4	ADAMTS like 4	ENSG00000143382
HGNC:32041	ADAMTSL4-AS1	ADAMTSL4 antisense RNA 1	ENSG00000203804
HGNC:40895	ADAMTSL4-AS2	ADAMTSL4 antisense RNA 2	ENSG00000237781
HGNC:27912	ADAMTSL5	ADAMTS like 5	ENSG00000185761
HGNC:16486	ADAP1	ArfGAP with dual PH domains 1	ENSG00000105963
HGNC:16487	ADAP2	ArfGAP with dual PH domains 2	ENSG00000184060
HGNC:225	ADAR	adenosine deaminase RNA specific	ENSG00000160710
HGNC:226	ADARB1	adenosine deaminase RNA specific B1	ENSG00000197381
HGNC:227	ADARB2	adenosine deaminase RNA specific B2 (inactive)	ENSG00000185736
HGNC:23299	ADARB2-AS1	ADARB2 antisense RNA 1	ENSG00000205696
HGNC:228	ADAT1	adenosine deaminase tRNA specific 1	ENSG00000065457
HGNC:21172	ADAT2	adenosine deaminase tRNA specific 2	ENSG00000189007
HGNC:25151	ADAT3	adenosine deaminase tRNA specific 3	ENSG00000213638
HGNC:19038	ADCK1	aarF domain containing kinase 1	ENSG00000063761
HGNC:19039	ADCK2	aarF domain containing kinase 2	ENSG00000133597
HGNC:21738	ADCK5	aarF domain containing kinase 5	ENSG00000173137
HGNC:229	ADCP1	adenosine deaminase complexing protein 1	
HGNC:230	ADCP2	symbol withdrawn, see [HGNC:3009](/data/gene-symbol-report/#!/hgnc_id/HGNC:3009)	
HGNC:231	ADCR	symbol withdrawn, see [HGNC:12797](/data/gene-symbol-report/#!/hgnc_id/HGNC:12797)	
HGNC:232	ADCY1	adenylate cyclase 1	ENSG00000164742
HGNC:233	ADCY2	adenylate cyclase 2	ENSG00000078295
HGNC:234	ADCY3	adenylate cyclase 3	ENSG00000138031
HGNC:235	ADCY4	adenylate cyclase 4	ENSG00000129467
HGNC:236	ADCY5	adenylate cyclase 5	ENSG00000173175
HGNC:237	ADCY6	adenylate cyclase 6	ENSG00000174233
HGNC:53332	ADCY6-DT	ADCY6 divergent transcript	ENSG00000257660
HGNC:238	ADCY7	adenylate cyclase 7	ENSG00000121281
HGNC:239	ADCY8	adenylate cyclase 8	ENSG00000155897
HGNC:240	ADCY9	adenylate cyclase 9	ENSG00000162104
HGNC:21285	ADCY10	adenylate cyclase 10	ENSG00000143199
HGNC:44143	ADCY10P1	ADCY10 pseudogene 1	ENSG00000161912
HGNC:241	ADCYAP1	adenylate cyclase activating polypeptide 1	ENSG00000141433
HGNC:242	ADCYAP1R1	ADCYAP receptor type I	ENSG00000078549
HGNC:243	ADD1	adducin 1	ENSG00000087274
HGNC:244	ADD2	adducin 2	ENSG00000075340
HGNC:245	ADD3	adducin 3	ENSG00000148700
HGNC:48682	ADD3-AS1	ADD3 antisense RNA 1	ENSG00000203876
HGNC:246	ADDL	symbol withdrawn, see [HGNC:245](/data/gene-symbol-report/#!/hgnc_id/HGNC:245)	
HGNC:247	ADFN	albinism-deafness syndrome	
HGNC:21212	ADGB	androglobin	ENSG00000118492
HGNC:55654	ADGB-DT	ADGB divergent transcript	
HGNC:13838	ADGRA1	adhesion G protein-coupled receptor A1	ENSG00000197177
HGNC:49543	ADGRA1-AS1	ADGRA1 antisense RNA 1	ENSG00000256925
HGNC:17849	ADGRA2	adhesion G protein-coupled receptor A2	ENSG00000020181
HGNC:13839	ADGRA3	adhesion G protein-coupled receptor A3	ENSG00000152990
HGNC:55918	ADGRA3P1	ADGRA3 pseudogene 1	
HGNC:943	ADGRB1	adhesion G protein-coupled receptor B1	ENSG00000181790
HGNC:944	ADGRB2	adhesion G protein-coupled receptor B2	ENSG00000121753
HGNC:945	ADGRB3	adhesion G protein-coupled receptor B3	ENSG00000135298
HGNC:55774	ADGRB3-DT	ADGRB3 divergent transcript	
HGNC:19893	ADGRD1	adhesion G protein-coupled receptor D1	ENSG00000111452
HGNC:53314	ADGRD1-AS1	ADGRD1 antisense RNA 1	ENSG00000256151
HGNC:18651	ADGRD2	adhesion G protein-coupled receptor D2	ENSG00000180264
HGNC:3336	ADGRE1	adhesion G protein-coupled receptor E1	ENSG00000174837
HGNC:3337	ADGRE2	adhesion G protein-coupled receptor E2	ENSG00000127507
HGNC:23647	ADGRE3	adhesion G protein-coupled receptor E3	ENSG00000131355
HGNC:19240	ADGRE4P	adhesion G protein-coupled receptor E4, pseudogene	ENSG00000268758
HGNC:1711	ADGRE5	adhesion G protein-coupled receptor E5	ENSG00000123146
HGNC:18990	ADGRF1	adhesion G protein-coupled receptor F1	ENSG00000153292
HGNC:18991	ADGRF2	adhesion G protein-coupled receptor F2	ENSG00000164393
HGNC:18989	ADGRF3	adhesion G protein-coupled receptor F3	ENSG00000173567
HGNC:19011	ADGRF4	adhesion G protein-coupled receptor F4	ENSG00000153294
HGNC:19030	ADGRF5	adhesion G protein-coupled receptor F5	ENSG00000069122
HGNC:40864	ADGRF5-AS1	ADGRF5 antisense RNA 1	ENSG00000225730
HGNC:32922	ADGRF5P1	adhesion G protein-coupled receptor F5 pseudogene 1	ENSG00000227582
HGNC:32921	ADGRF5P2	adhesion G protein-coupled receptor F5 pseudogene 2	ENSG00000204818
HGNC:4512	ADGRG1	adhesion G protein-coupled receptor G1	ENSG00000205336
HGNC:4516	ADGRG2	adhesion G protein-coupled receptor G2	ENSG00000173698
HGNC:13728	ADGRG3	adhesion G protein-coupled receptor G3	ENSG00000182885
HGNC:18992	ADGRG4	adhesion G protein-coupled receptor G4	ENSG00000156920
HGNC:19010	ADGRG5	adhesion G protein-coupled receptor G5	ENSG00000159618
HGNC:13841	ADGRG6	adhesion G protein-coupled receptor G6	ENSG00000112414
HGNC:19241	ADGRG7	adhesion G protein-coupled receptor G7	ENSG00000144820
HGNC:20973	ADGRL1	adhesion G protein-coupled receptor L1	ENSG00000072071
HGNC:55309	ADGRL1-AS1	ADGRL1 antisense RNA 1	ENSG00000267169
HGNC:18582	ADGRL2	adhesion G protein-coupled receptor L2	ENSG00000117114
HGNC:20974	ADGRL3	adhesion G protein-coupled receptor L3	ENSG00000150471
HGNC:50604	ADGRL3-AS1	ADGRL3 antisense RNA 1	ENSG00000248692
HGNC:20822	ADGRL4	adhesion G protein-coupled receptor L4	ENSG00000162618
HGNC:17416	ADGRV1	adhesion G protein-coupled receptor V1	ENSG00000164199
HGNC:249	ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide	ENSG00000187758
HGNC:250	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	ENSG00000196616
HGNC:251	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide	ENSG00000248144
HGNC:252	ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide	ENSG00000198099
HGNC:253	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	ENSG00000197894
HGNC:254	ADH5P1	alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 1	
HGNC:22976	ADH5P2	ADH5 pseudogene 2	ENSG00000232676
HGNC:22991	ADH5P3	ADH5 pseudogene 3	ENSG00000223694
HGNC:21377	ADH5P4	ADH5 pseudogene 4	ENSG00000233859
HGNC:54523	ADH5P5	ADH5 pseudogene 5	ENSG00000234865
HGNC:255	ADH6	alcohol dehydrogenase 6 (class V)	ENSG00000172955
HGNC:256	ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	ENSG00000196344
HGNC:16354	ADHFE1	alcohol dehydrogenase iron containing 1	ENSG00000147576
HGNC:30576	ADI1	acireductone dioxygenase 1	ENSG00000182551
HGNC:52339	ADI1P1	acireductone dioxygenase 1 pseudogene 1	ENSG00000235102
HGNC:52340	ADI1P2	acireductone dioxygenase 1 pseudogene 2	ENSG00000250684
HGNC:52341	ADI1P3	acireductone dioxygenase 1 pseudogene 3	ENSG00000258369
HGNC:28606	ADIG	adipogenin	ENSG00000182035
HGNC:13633	ADIPOQ	adiponectin, C1Q and collagen domain containing	ENSG00000181092
HGNC:40648	ADIPOQ-AS1	ADIPOQ antisense RNA 1	ENSG00000226482
HGNC:24040	ADIPOR1	adiponectin receptor 1	ENSG00000159346
HGNC:44910	ADIPOR1P1	adiponectin receptor 1 pseudogene 1	ENSG00000232497
HGNC:44911	ADIPOR1P2	adiponectin receptor 1 pseudogene 2	ENSG00000258805
HGNC:24041	ADIPOR2	adiponectin receptor 2	ENSG00000006831
HGNC:16477	ADIR	symbol withdrawn, see [HGNC:11997](/data/gene-symbol-report/#!/hgnc_id/HGNC:11997)	
HGNC:24043	ADIRF	adipogenesis regulatory factor	ENSG00000148671
HGNC:45127	ADIRF-AS1	ADIRF antisense RNA 1	ENSG00000272734
HGNC:257	ADK	adenosine kinase	ENSG00000156110
HGNC:258	ADL	symbol withdrawn, see [HGNC:10805](/data/gene-symbol-report/#!/hgnc_id/HGNC:10805)	
HGNC:259	ADM	adrenomedullin	ENSG00000148926
HGNC:55516	ADM-DT	ADM divergent transcript	
HGNC:28898	ADM2	adrenomedullin 2	ENSG00000128165
HGNC:27293	ADM5	adrenomedullin 5 (putative)	ENSG00000224420
HGNC:260	ADMLX	symbol withdrawn, see [HGNC:6211](/data/gene-symbol-report/#!/hgnc_id/HGNC:6211)	
HGNC:261	ADMLY	symbol withdrawn, see [HGNC:6214](/data/gene-symbol-report/#!/hgnc_id/HGNC:6214)	
HGNC:15766	ADNP	activity dependent neuroprotector homeobox	ENSG00000101126
HGNC:51227	ADNP-AS1	ADNP antisense RNA 1	ENSG00000259456
HGNC:23803	ADNP2	ADNP homeobox 2	ENSG00000101544
HGNC:23506	ADO	2-aminoethanethiol dioxygenase	ENSG00000181915
HGNC:262	ADORA1	adenosine A1 receptor	ENSG00000163485
HGNC:263	ADORA2A	adenosine A2a receptor	ENSG00000128271
HGNC:37122	ADORA2A-AS1	ADORA2A antisense RNA 1	ENSG00000178803
HGNC:264	ADORA2B	adenosine A2b receptor	ENSG00000170425
HGNC:265	ADORA2BP1	adenosine A2b receptor pseudogene 1	ENSG00000236136
HGNC:266	ADORA2L1	adenosine A2 receptor-like 1	
HGNC:267	ADORA2L2	adenosine A2 receptor-like 2	
HGNC:268	ADORA3	adenosine A3 receptor	ENSG00000282608
HGNC:25250	ADPGK	ADP dependent glucokinase	ENSG00000159322
HGNC:44144	ADPGK-AS1	ADPGK antisense RNA 1	ENSG00000260898
HGNC:269	ADPRH	ADP-ribosylarginine hydrolase	ENSG00000144843
HGNC:21303	ADPRHL1	ADP-ribosylhydrolase like 1	ENSG00000153531
HGNC:30925	ADPRM	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent	ENSG00000170222
HGNC:21304	ADPRS	ADP-ribosylserine hydrolase	ENSG00000116863
HGNC:277	ADRA1A	adrenoceptor alpha 1A	ENSG00000120907
HGNC:278	ADRA1B	adrenoceptor alpha 1B	ENSG00000170214
HGNC:279	ADRA1C	symbol withdrawn, see [HGNC:277](/data/gene-symbol-report/#!/hgnc_id/HGNC:277)	
HGNC:280	ADRA1D	adrenoceptor alpha 1D	ENSG00000171873
HGNC:281	ADRA2A	adrenoceptor alpha 2A	ENSG00000150594
HGNC:282	ADRA2B	adrenoceptor alpha 2B	ENSG00000274286
HGNC:283	ADRA2C	adrenoceptor alpha 2C	ENSG00000184160
HGNC:284	ADRA2L1	symbol withdrawn, see [HGNC:282](/data/gene-symbol-report/#!/hgnc_id/HGNC:282)	
HGNC:285	ADRB1	adrenoceptor beta 1	ENSG00000043591
HGNC:286	ADRB2	adrenoceptor beta 2	ENSG00000169252
HGNC:287	ADRB2RL1	symbol withdrawn, see [HGNC:5286](/data/gene-symbol-report/#!/hgnc_id/HGNC:5286)	
HGNC:288	ADRB3	adrenoceptor beta 3	ENSG00000188778
HGNC:15759	ADRM1	ADRM1 26S proteasome ubiquitin receptor	ENSG00000130706
HGNC:291	ADSL	adenylosuccinate lyase	ENSG00000239900
HGNC:20093	ADSS1	adenylosuccinate synthase 1	ENSG00000185100
HGNC:292	ADSS2	adenylosuccinate synthase 2	ENSG00000035687
HGNC:293	ADT	ADT unknown	
HGNC:294	ADTAA	symbol withdrawn, see [HGNC:561](/data/gene-symbol-report/#!/hgnc_id/HGNC:561)	
HGNC:295	ADTAB	symbol withdrawn, see [HGNC:562](/data/gene-symbol-report/#!/hgnc_id/HGNC:562)	
HGNC:296	ADTB1	symbol withdrawn, see [HGNC:554](/data/gene-symbol-report/#!/hgnc_id/HGNC:554)	
HGNC:299	ADTB2	symbol withdrawn, see [HGNC:563](/data/gene-symbol-report/#!/hgnc_id/HGNC:563)	
HGNC:300	ADTG	symbol withdrawn, see [HGNC:555](/data/gene-symbol-report/#!/hgnc_id/HGNC:555)	
HGNC:21214	ADTRP	androgen dependent TFPI regulating protein	ENSG00000111863
HGNC:301	AE1	symbol withdrawn, see [HGNC:11027](/data/gene-symbol-report/#!/hgnc_id/HGNC:11027)	
HGNC:302	AE2	symbol withdrawn, see [HGNC:11028](/data/gene-symbol-report/#!/hgnc_id/HGNC:11028)	
HGNC:303	AEBP1	AE binding protein 1	ENSG00000106624
HGNC:24051	AEBP2	AE binding protein 2	ENSG00000139154
HGNC:305	AEMK	symbol withdrawn, see [HGNC:6218](/data/gene-symbol-report/#!/hgnc_id/HGNC:6218)	
HGNC:25722	AEN	apoptosis enhancing nuclease	ENSG00000181026
HGNC:306	AEPLC	symbol withdrawn, see [HGNC:934](/data/gene-symbol-report/#!/hgnc_id/HGNC:934)	
HGNC:308	AEZ	symbol withdrawn, see [HGNC:17129](/data/gene-symbol-report/#!/hgnc_id/HGNC:17129)	
HGNC:309	AF8T	AF8 temperature sensitivity complementing	
HGNC:310	AFA	ankyloblepharon filiforme adnatum	
HGNC:24017	AFAP1	actin filament associated protein 1	ENSG00000196526
HGNC:28141	AFAP1-AS1	AFAP1 antisense RNA 1	ENSG00000272620
HGNC:26714	AFAP1L1	actin filament associated protein 1 like 1	ENSG00000157510
HGNC:25901	AFAP1L2	actin filament associated protein 1 like 2	ENSG00000169129
HGNC:311	AFCP	symbol withdrawn, see [HGNC:1474](/data/gene-symbol-report/#!/hgnc_id/HGNC:1474)	
HGNC:312	AFD1	acrofacial dysostosis 1, Nager type	
HGNC:7137	AFDN	afadin, adherens junction formation factor	ENSG00000130396
HGNC:21236	AFDN-DT	AFDN divergent transcript	ENSG00000198221
HGNC:7135	AFF1	AF4/FMR2 family member 1	ENSG00000172493
HGNC:53447	AFF1-AS1	AFF1 antisense RNA 1	
